2025-10-02 19:37:00,ls,,/
2025-10-02 19:37:00,cd,folder1,Ошибка: директория 'folder1' не найдена.
2025-10-02 19:37:00,ls,,/
2025-10-02 19:37:00,cd,..,Текущая директория: /
2025-10-02 19:37:00,ls,,/
2025-10-02 19:37:00,cd,non_existent_dir,Ошибка: директория 'non_existent_dir' не найдена.
2025-10-02 19:37:00,ls,,/
2025-10-02 19:37:00,exit,,Выход из эмулятора
2025-10-02 19:37:23,cd,home,Ошибка: директория 'home' не найдена.
2025-10-02 19:37:31,cd,/home,Ошибка: директория '/home' не найдена.
2025-10-02 19:37:42,cd,etc,Ошибка: директория 'etc' не найдена.
2025-10-02 19:37:52,exit,,Выход из эмулятора
2025-10-02 19:40:12,ls,,/
2025-10-02 19:40:12,cd,folder1,Ошибка: директория 'folder1' не найдена.
2025-10-02 19:40:12,ls,,/
2025-10-02 19:40:12,cd,..,Текущая директория: /
2025-10-02 19:40:12,ls,,/
2025-10-02 19:40:12,cd,non_existent_dir,Ошибка: директория 'non_existent_dir' не найдена.
2025-10-02 19:40:12,ls,,/
2025-10-02 19:40:12,exit,,Выход из эмулятора
